,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
15247,9283,32,15,1470,Texas,31.60134255567951,97.65499809923536
15248,9283,32,15,1470,Texas,33.34661780380792,100.87986605318756
15249,9283,32,15,1470,Texas,26.46076020254753,105.86574885264616
15250,9283,32,15,1470,Texas,31.882818258214144,102.46156485428611
15251,9283,32,15,1439,Texas,26.088018396329364,99.77201602340593
15252,9283,32,15,1439,Texas,27.1360804290952,103.22099026612246
15253,9065,32,15,1436,Texas,28.59066467864491,103.01392730477616
15254,8993,32,15,1421,Texas,29.223026914730383,94.85322687815241
15255,8993,32,15,1415,Texas,31.27693691109645,102.30276310615389
15256,8993,32,15,1414,Texas,26.741372803675883,103.49841032698627
15257,8993,32,15,1414,Texas,32.96386737579532,101.58577303725421
15258,8993,32,15,1411,Texas,25.966190901857818,95.8881900534137
15259,8703,32,15,1411,Texas,28.62586130356354,105.04762509390389
15260,8703,32,15,1411,Texas,28.262820752178104,93.76555329103088
15261,8703,32,15,1411,Texas,35.311819251008174,101.92912994144022
15262,8703,32,15,1411,Texas,35.18468712391076,94.6729842203407
15263,8703,32,15,1411,Texas,29.592348436189727,106.19700279767092
15264,8703,32,15,1411,Texas,27.079205285312806,100.59976450312813
15265,8703,32,15,1411,Texas,34.73490195965091,106.6327955210256
15266,8703,32,15,1411,Texas,33.05192202967848,105.83062518858024
15267,8703,32,15,1411,Texas,29.332475606954482,100.22727273721983
15268,8703,32,15,1411,Texas,29.283160994839104,96.5105668357519
15269,8703,32,15,1411,Texas,27.749204617290903,104.11836979063419
15270,8703,32,15,1411,Texas,25.88457499437925,98.85582576176284
15271,8703,32,15,1411,Texas,29.106880717665813,105.55123820468896
15272,8703,32,15,1410,Texas,27.6101215131488,97.77155498081213
15273,8703,32,15,1408,Texas,28.35438179168129,97.52193125158824
15274,8703,32,15,1406,Texas,27.473918995341226,105.19075920979162
15275,8703,32,15,1403,Texas,27.390781069805445,102.23304533751796
15276,8413,32,15,1400,Texas,34.6627606978934,103.59104176303227
15277,8413,32,15,1399,Texas,27.01472652335289,98.63184792112989
15278,8413,32,15,1397,Texas,30.172478117194082,101.27393067512796
15279,8413,32,15,1396,Texas,36.20245047621105,104.87141311187072
15280,8123,32,15,1394,Texas,27.385232920182737,105.1015606229391
15281,8123,32,15,1392,Texas,35.212958342448786,98.89443586716511
15282,8123,32,13,1386,Texas,33.45341599302784,97.64673224122454
15283,8123,32,12,1385,Texas,30.04469064144347,100.98860900608545
15284,8123,32,12,1380,Texas,28.409137146620722,105.83453651682282
15285,8123,32,12,1372,Texas,28.744995197584473,105.84008195849837
15286,8123,32,12,1366,Texas,32.72829138678029,95.30083888468177
15287,8123,32,12,1363,Texas,33.27152588186973,95.80384069531287
15288,8123,32,12,1361,Texas,27.276093563646583,97.53373903204702
15289,8123,32,12,1355,Texas,26.437733680603053,100.08177670014234
15290,8123,32,12,1352,Texas,35.86316954396712,100.84767347130168
15291,8123,32,12,1321,Texas,31.897858166656906,94.175194361458
15292,8123,32,12,1321,Texas,26.809305051658527,103.04115964383517
15293,7833,32,12,1321,Texas,28.821154412952495,104.98927445030898
15294,7833,32,12,1321,Texas,30.3865152213667,105.4113064362114
15295,7833,32,12,1321,Texas,32.43390746293717,94.31602924770698
15296,7833,32,12,1321,Texas,33.42930296934653,97.37586983446666
15297,7669,32,12,1321,Texas,28.609208821627593,105.7670077549889
15298,7630,32,12,1293,Texas,31.69610642013854,105.3920471756567
15299,7542,32,12,1293,Texas,32.54124296012871,104.19386838335032
15300,7542,32,12,1293,Texas,26.33442607008175,104.46555326132203
15301,7542,32,12,1268,Texas,33.28174303177019,99.65180130175219
15302,7542,32,12,1262,Texas,32.096536440799625,98.72035295100699
15303,7542,32,12,1243,Texas,34.40844647216435,98.09040823352615
15304,7542,32,12,1234,Texas,33.12207661418507,101.34610454140385
15305,7542,32,12,1234,Texas,27.62841748052694,104.4817594885857
15306,7542,32,12,1234,Texas,29.41305241811915,104.05117075165111
15307,7542,32,12,1234,Texas,35.5551150177304,97.60503420860219
15308,7542,32,12,1231,Texas,31.16407862167197,93.89144430315966
15309,7542,32,12,1226,Texas,35.61977014684657,96.8894960289045
15310,7542,32,12,1223,Texas,36.260883939977404,105.59335888562607
15311,7252,32,12,1219,Texas,27.48706203825709,93.53479488982764
15312,7252,32,12,1203,Texas,27.43918253879757,94.36259340645121
15313,7252,32,12,1203,Texas,35.5839011430381,99.31650238452995
15314,7252,32,12,1175,Texas,35.754340125754325,105.88872949475459
15315,7252,32,12,1175,Texas,28.750393521198514,93.71552563823255
15316,7252,32,12,1175,Texas,26.45863006108323,98.15810398980481
15317,7252,32,12,1175,Texas,33.91453355009207,99.61166049780786
15318,7252,32,12,1175,Texas,30.78656617908265,97.96434450360394
15319,7252,32,12,1175,Texas,30.520784645067717,104.88268232497575
15320,7252,32,12,1175,Texas,30.70621272475611,94.26593362112382
15321,7252,32,12,1175,Texas,34.50557141319819,104.03020364211878
15322,7252,32,12,1175,Texas,28.853213707008898,96.29231519193412
15323,6980,32,12,1175,Texas,33.53089870855408,97.90882642113154
15324,6962,32,12,1175,Texas,29.273317925232366,97.928655969145
15325,6962,32,12,1175,Texas,32.943267516147074,98.65884395033048
15326,6962,32,12,1175,Texas,33.2265993382416,94.235996558474
15327,6962,32,12,1175,Texas,28.98772906304553,95.7658812040007
15328,6962,32,12,1175,Texas,36.16760780448831,102.16364174738919
15329,6962,32,12,1175,Texas,27.73381107195825,105.61225432731825
15330,6962,32,12,1175,Texas,34.36551094347239,95.89580051450172
15331,6962,32,12,1175,Texas,26.34208554725495,105.45572542045316
15332,6962,32,12,1175,Texas,30.578940838745368,96.54221438574166
15333,6962,32,12,1175,Texas,33.45486692811966,97.27595091858466
15334,6962,32,12,1175,Texas,26.52592594059458,97.14228621753502
15335,6962,32,12,1175,Texas,31.477043610201456,98.96898313785223
15336,6962,32,12,1175,Texas,26.633563340501087,104.48934042389364
15337,6962,32,12,1175,Texas,28.3918960029149,98.03343595246083
15338,6962,32,12,1175,Texas,31.52303829091143,97.38503022338455
15339,6962,32,12,1175,Texas,30.8454215095053,94.92092723800818
15340,6962,32,12,1175,Texas,34.3963549965974,104.24716455307306
15341,6962,32,12,1175,Texas,36.12449943067284,93.72933014182011
15342,6962,32,12,1175,Texas,35.67557597877463,97.54637805563159
15343,6962,32,12,1175,Texas,33.15646096494938,99.20422077435535
15344,6962,32,12,1175,Texas,33.52193618262282,95.12795179808437
15345,6962,32,12,1175,Texas,30.96956780336253,105.46884988490288
15346,6962,32,12,1175,Texas,28.528007387411222,99.19788053909613
15347,6962,32,12,1175,Texas,26.64082901046213,95.75716631856203
15348,6962,32,12,1175,Texas,35.20486232950868,101.00478087212672
15349,6672,30,12,1175,Texas,32.95531656587215,100.11490016009346
15350,6672,29,12,1175,Texas,31.147268396515365,101.25930256934276
15351,6672,27,12,1175,Texas,31.775758859904208,100.56160503498755
15352,6672,27,12,1175,Texas,32.629632659147234,96.16114725439589
15353,6672,27,12,1175,Texas,32.94462797952163,104.6110860740837
15354,6672,27,12,1175,Texas,27.379094850628146,98.4432796525812
15355,6672,27,12,1175,Texas,32.49713902910276,101.59004088611462
15356,6672,27,12,1175,Texas,33.113570943509124,103.37749943486133
15357,6672,27,12,1175,Texas,26.572438443852665,94.84521093804965
15358,6382,27,12,1175,Texas,28.740224320105593,99.32860464798807
15359,6382,27,12,1175,Texas,27.69483518873291,105.70659964894436
15360,6382,25,12,1175,Texas,27.80119467216833,98.69363243989714
15361,6382,25,12,1175,Texas,33.26647354731042,94.25261612130598
15362,6382,25,12,1175,Texas,32.3844115765739,97.38838977308315
15363,6382,25,12,1175,Texas,29.855972892433673,93.65605681064329
15364,6382,25,12,1173,Texas,32.000279557281715,97.03413625625994
15365,6382,25,12,1167,Texas,31.111645287400904,105.49793066396097
15366,6382,25,12,1159,Texas,30.104929983816653,97.19202322537717
15367,6382,25,12,1149,Texas,31.902405159034533,101.14401987125375
15368,6382,25,12,1145,Texas,32.65294972273709,100.45167146460044
15369,6382,25,12,1145,Texas,27.858764829608873,103.31531938812178
15370,6382,25,12,1139,Texas,35.57962633343034,94.38472660630578
15371,6382,25,12,1128,Texas,28.060439404023324,96.19746023742229
15372,6382,25,12,1128,Texas,32.972263775421666,96.0100273586522
15373,6327,25,12,1123,Texas,33.15785138851825,98.95744336935506
15374,6320,25,12,1116,Texas,30.44422545793946,97.2343195920155
15375,6092,25,12,1116,Texas,28.945652381505674,106.43372658156511
15376,6092,25,12,1116,Texas,30.406865293213738,97.43410386831148
15377,6092,25,12,1111,Texas,34.82155692630356,98.62951330247033
15378,6092,25,12,1102,Texas,31.888300035557013,96.4835400913537
15379,6092,25,12,1102,Texas,31.934610944253567,105.60568840082769
15380,6092,25,12,1090,Texas,35.10925429153801,99.59468095898073
15381,6092,25,12,1089,Texas,29.514421125784246,104.49979053869697
15382,6092,25,12,1088,Texas,32.37706133336773,104.0106754733781
15383,6092,25,12,1088,Texas,30.721583888162804,93.80139459701014
15384,6092,25,12,1086,Texas,29.85367840768764,99.48838380535886
15385,6092,25,12,1086,Texas,34.48263686319674,98.01900711970951
15386,6092,25,12,1086,Texas,31.471131117878073,94.55563840456315
15387,6092,25,12,1083,Texas,27.004360489937962,105.43008072020464
15388,6092,25,12,1083,Texas,26.09292436804953,101.34842736680068
15389,6092,25,12,1061,Texas,28.678699193219366,104.58583020100522
15390,6092,25,12,1060,Texas,31.9027046915184,99.4271932134141
15391,6092,25,12,1058,Texas,34.052502290922945,100.91985706426075
15392,6092,25,12,1058,Texas,29.418999043206764,100.11977929669513
15393,5934,25,12,1058,Texas,26.835063275027906,93.6468777476804
15394,5802,25,12,1058,Texas,34.53465364463823,101.66551702328731
15395,5802,25,12,1058,Texas,35.61056558020327,102.60032925319585
15396,5802,25,12,1058,Texas,26.39920082223732,99.3293500598806
15397,5802,25,12,1058,Texas,35.134636474792934,104.04672198536201
15398,5802,25,12,1058,Texas,33.195851521220575,102.50214914068557
15399,5802,25,12,1058,Texas,29.787103080092688,104.32502410312559
15400,5802,25,12,1058,Texas,30.14115985949762,98.84149442565781
15401,5802,25,12,1058,Texas,26.32486076286813,96.10826191965688
15402,5802,25,12,1058,Texas,29.48434698808005,104.00079383858379
15403,5802,25,12,1058,Texas,34.49210813711079,98.12773318605305
15404,5802,25,12,1058,Texas,34.15337111867114,95.87760076146336
15405,5802,25,12,1058,Texas,36.03718762683883,98.88404491033292
15406,5802,25,12,1058,Texas,26.060849604580564,102.50763985408966
15407,5802,25,12,1058,Texas,36.212417211704434,95.16266608707484
15408,5802,25,12,1058,Texas,30.033374174213787,104.3874287903899
15409,5802,25,12,1055,Texas,35.449314397162205,99.38560525680477
15410,5802,25,12,1049,Texas,26.847696908107125,106.55876285968526
15411,5802,25,12,1046,Texas,30.37613857199519,98.92899640325601
15412,5725,25,12,1035,Texas,31.06052859764539,105.22890621444903
15413,5512,25,12,1032,Texas,26.72253813610781,99.90281223435954
15414,5512,25,12,1031,Texas,27.069047888639282,97.12782600714266
15415,5512,25,12,1029,Texas,26.819970389887338,104.95394674859136
15416,5512,25,12,1029,Texas,34.881129393073664,95.56652038361342
15417,5512,25,12,1029,Texas,33.47735800088312,98.13417848468718
15418,5512,22,12,1029,Texas,34.30577632847561,98.05971492473608
15419,5512,22,12,1029,Texas,26.75201515602639,100.88422824045706
15420,5512,21,12,1029,Texas,26.100159857035077,100.32370724289306
15421,5512,20,12,1029,Texas,27.884721973302074,96.01307885460348
15422,5376,20,12,1029,Texas,30.636942411973212,94.25265169265805
15423,5222,20,12,1024,Texas,29.960350918569432,103.39935147787655
15424,5222,20,12,1021,Texas,28.933240894402992,102.18204906590118
15425,5222,20,12,1015,Texas,30.269554866629353,100.85411351372963
15426,5222,20,12,1013,Texas,32.132342487354,98.82369383006781
15427,5222,20,12,1009,Texas,31.250621490096606,100.43722034706582
15428,5222,20,12,1005,Texas,28.022330054603902,96.62581218076826
15429,5222,20,12,1001,Texas,31.24150336709632,101.1026203735178
15430,5222,20,12,999,Texas,26.207018437418828,104.26196083193736
15431,5222,20,12,999,Texas,34.78579739779532,99.95012188427641
15432,5222,20,12,999,Texas,28.647138355233086,98.14499470238933
15433,5222,20,12,997,Texas,35.189781829564645,95.93994392097662
15434,5222,20,12,990,Texas,31.80717240169811,95.53554963665545
15435,5222,20,12,990,Texas,31.367860328737414,96.51285858001773
15436,5222,20,12,990,Texas,32.802840205091655,100.34768881608143
15437,5222,20,12,987,Texas,28.41947250034637,106.46865775535787
15438,5222,18,12,979,Texas,31.159157981485585,96.38487893456849
15439,5222,17,12,977,Texas,26.595220247873186,99.31388440242081
15440,5222,17,12,975,Texas,34.3731506403153,106.51121182873828
15441,5222,17,12,971,Texas,28.22771375067267,93.58515133417971
15442,5222,17,12,971,Texas,28.74036439082881,101.5181933225029
15443,5191,17,12,971,Texas,35.457060597519565,98.65390035724549
15444,5081,17,12,971,Texas,26.782345286867173,104.69490028813092
15445,5063,17,12,971,Texas,31.311946517061735,96.78661796213096
15446,4931,17,12,970,Texas,26.090273481636835,94.09223705170093
15447,4931,17,12,961,Texas,28.275969463163083,97.01163503255637
15448,4931,17,12,954,Texas,30.55241812948416,99.56079798531405
15449,4931,16,12,954,Texas,31.172814377856113,106.27989544335418
15450,4931,15,12,954,Texas,30.370380072701828,94.69592410182972
15451,4931,15,12,952,Texas,32.27136094808209,103.11705410191382
15452,4931,15,12,951,Texas,26.144016530905734,102.05478686081265
15453,4931,15,12,951,Texas,33.968983024225224,94.55413524767584
15454,4931,15,12,951,Texas,29.589104868063476,102.48368538611757
15455,4931,15,12,950,Texas,28.070408882454373,93.67431758771845
15456,4931,15,12,940,Texas,33.6641469528915,102.14757850434947
15457,4931,15,12,940,Texas,35.95009416956387,96.07592913222523
15458,4691,15,12,940,Texas,30.85494836961419,97.41914208467652
15459,4641,15,12,940,Texas,30.323195940478932,105.58991991778535
15460,4641,15,12,940,Texas,35.7000492276465,99.3849968818261
15461,4641,15,12,940,Texas,35.832100200940474,98.29680376954339
15462,4641,15,12,940,Texas,26.693952474840483,99.58150786435873
15463,4641,15,12,940,Texas,34.48818140644498,95.18982282689949
15464,4641,15,12,939,Texas,30.050292997378595,101.09283861117197
15465,4641,15,12,937,Texas,26.07143698919921,95.21352853061234
15466,4641,15,12,934,Texas,30.758923447632274,105.65991601397866
15467,4641,15,12,933,Texas,29.59786115246019,102.90473603901397
15468,4641,15,12,930,Texas,33.64457923564896,100.4369742667387
15469,4641,15,12,928,Texas,35.66166988911482,100.5838346159931
15470,4641,15,12,927,Texas,34.499536998195474,99.1184333076173
15471,4641,15,12,926,Texas,31.053521196154605,94.72715742585835
15472,4641,15,12,926,Texas,28.792216971190186,94.7343640834074
15473,4641,15,12,926,Texas,32.49093113959707,106.58302358013022
15474,4641,15,12,926,Texas,31.35449730218241,101.61983333914208
15475,4641,15,12,925,Texas,32.64451311719517,96.966523954374
15476,4641,15,12,923,Texas,28.0097778576008,100.21254141266132
15477,4641,15,12,921,Texas,30.48643409553943,96.54780648469675
15478,4351,15,12,920,Texas,29.425219771371776,96.55120935312507
15479,4351,15,12,917,Texas,28.140558520022466,98.78936217139345
15480,4351,15,12,917,Texas,29.08490321660508,93.99312305447448
15481,4351,15,12,917,Texas,26.26219143536843,94.32884323583076
15482,4351,15,12,917,Texas,31.949897613779775,104.23433029769457
15483,4351,15,12,917,Texas,34.45065665568079,97.2740292259748
15484,4351,15,12,912,Texas,30.255027553170088,96.39270951119732
15485,4351,15,12,911,Texas,36.44619825591255,97.3288143438391
15486,4351,15,12,911,Texas,32.249051850625186,94.51753020674045
15487,4351,15,12,910,Texas,35.670797318608464,94.17693346982976
15488,4351,15,12,910,Texas,26.732733647002426,106.36428916749605
15489,4351,15,12,909,Texas,35.01969432959518,101.05270381436797
15490,4351,15,12,903,Texas,35.419937942196064,99.81248881875742
15491,4351,15,12,903,Texas,27.104337193181667,100.21978339412324
15492,4351,15,12,903,Texas,31.068007503547076,101.39140012541951
15493,4351,15,12,903,Texas,29.13096656397044,99.0059290852601
15494,4351,15,12,903,Texas,30.57270325311877,98.31335171295456
15495,4300,15,12,903,Texas,32.9770289856641,102.83606333265604
15496,4061,15,12,903,Texas,35.452335059016406,96.59914746331249
15497,4061,15,12,903,Texas,30.596618920098404,96.92288377427714
15498,4061,15,12,902,Texas,26.986841444387327,98.20238439412502
15499,4061,15,12,899,Texas,29.025068726664635,98.07611753403496
15500,4061,15,12,899,Texas,34.80922705013913,95.41998509316365
15501,4061,15,12,894,Texas,27.929823757457942,94.34475573752528
15502,4061,15,12,891,Texas,31.369475386217996,94.17837428999272
15503,4061,15,12,889,Texas,27.272274366328904,102.52729512348846
15504,4061,15,12,884,Texas,29.354321227238323,97.73027588178462
15505,4061,15,12,883,Texas,30.96870586147929,103.04320868500467
15506,4061,15,12,881,Texas,26.048632041241625,103.61855591484661
15507,4061,15,12,881,Texas,26.59203968573411,104.97579894933335
15508,4061,15,12,881,Texas,30.96531220538217,98.9568992955635
15509,4061,15,12,881,Texas,30.67702178318887,105.53089929265329
15510,4061,15,12,881,Texas,35.09528155739595,95.01261387786118
15511,4061,15,12,881,Texas,31.901314125129264,105.26517047481651
15512,4061,15,12,881,Texas,25.917559290131614,98.36300724306258
15513,4023,15,12,881,Texas,31.520243591101828,99.01249407542682
15514,4016,15,12,881,Texas,29.057618439910126,95.88571717898677
15515,3972,15,12,881,Texas,28.272208056817092,94.40117998323757
15516,3771,15,12,881,Texas,27.8405056137979,104.29513447413123
15517,3771,15,12,881,Texas,35.9541240401345,94.0782944714845
15518,3771,15,12,881,Texas,35.59345034721453,103.31992040344987
15519,3771,15,12,881,Texas,27.035170020802212,97.22807915128953
15520,3771,15,12,881,Texas,26.77949498208144,96.32614804261594
15521,3771,15,12,881,Texas,29.83015962846534,97.58762148735077
15522,3771,15,12,881,Texas,30.33121368380312,104.7601807402111
15523,3771,15,12,881,Texas,30.57530874274505,96.66745715757088
15524,3771,15,12,881,Texas,32.655085786170346,100.40296094817393
15525,3771,15,12,881,Texas,34.79909021348378,99.85362337313784
15526,3771,15,12,881,Texas,31.467966365206234,102.54136647222855
15527,3771,15,12,881,Texas,25.974783690209993,98.89216394325601
15528,3771,15,12,881,Texas,28.000599357415506,97.11725404148385
15529,3771,15,12,881,Texas,28.195936412347613,106.60498868713184
15530,3771,15,12,881,Texas,32.75200935046654,106.06978147642688
15531,3707,15,12,881,Texas,26.559866093011752,102.92811630751913
15532,3638,15,12,881,Texas,32.28275278045768,93.76064380115129
15533,3614,15,12,881,Texas,29.046180794372088,94.35727224231266
15534,3553,15,12,881,Texas,30.20123841015604,100.74954739103697
15535,3530,15,12,881,Texas,34.112810876163735,104.41801476576028
15536,3481,15,12,881,Texas,35.22737656418268,104.35374222154753
15537,3481,15,12,881,Texas,36.09639567097866,94.89620486362254
15538,3481,15,12,881,Texas,29.846623551836558,94.91206328062283
15539,3481,15,12,881,Texas,29.209641849949573,94.7510656048551
15540,3481,15,12,881,Texas,35.748338960560474,96.99247943460404
15541,3481,15,12,881,Texas,34.13616097519274,99.66995037091513
15542,3481,15,12,881,Texas,34.162233906670764,94.43357109475888
15543,3481,15,12,881,Texas,29.841701755390186,96.8983677545209
15544,3481,15,12,881,Texas,34.849416069544695,101.78478688057196
15545,3481,15,12,881,Texas,36.24881728594544,101.73972301663343
15546,3481,15,12,881,Texas,33.14568234326745,105.54920238678137
15547,3481,15,12,881,Texas,35.464268230564066,96.5808113385486
15548,3481,15,12,881,Texas,33.23594398425222,94.13868716985397
15549,3481,15,12,881,Texas,34.78860209611794,102.30555447909822
15550,3481,15,12,881,Texas,33.91278558274933,103.27036237659348
15551,3481,15,12,881,Texas,28.754391360524668,95.73715366826566
15552,3481,15,12,881,Texas,35.998656305019736,94.72671381793099
15553,3481,15,12,881,Texas,33.06448523101496,102.36118742156967
15554,3481,15,12,881,Texas,27.810890495866857,97.60514596230786
15555,3481,15,12,881,Texas,27.130960831773432,96.934480774602
15556,3481,15,12,881,Texas,32.53810802407003,102.25932237545675
15557,3481,15,12,881,Texas,28.833263553657606,94.75670349365592
15558,3481,15,12,881,Texas,28.84409569932196,99.2240859535859
15559,3481,15,12,881,Texas,25.975899253304178,101.02498644060849
15560,3481,15,12,881,Texas,35.3498361669904,94.86253492158701
15561,3481,15,12,881,Texas,31.147532237028834,93.88361597699213
15562,3481,15,12,881,Texas,26.047540772337296,97.11715346154915
15563,3481,15,12,881,Texas,28.17007666841834,98.47960785960875
15564,3481,15,12,881,Texas,32.751704616730734,100.5017049506196
15565,3481,15,12,881,Texas,27.308336740003107,99.38369867309476
15566,3481,15,12,881,Texas,30.683580396222574,106.07342545864255
15567,3481,15,12,881,Texas,32.9784185684758,96.20772677665819
15568,3244,15,12,881,Texas,34.93394367171685,102.88620983581626
15569,3191,15,12,881,Texas,29.967591481844618,105.39576581155218
15570,3191,15,12,881,Texas,28.58158999869261,101.41407800809891
15571,3191,15,12,881,Texas,29.847919154988425,100.58174095337353
15572,3191,15,12,881,Texas,29.832064625009156,105.89458100607885
15573,3191,15,12,881,Texas,34.95541509837389,97.87195172856016
15574,3191,15,12,881,Texas,29.123589192475485,97.87304198010779
15575,3191,15,12,881,Texas,35.45486269399033,99.82452903474368
15576,3191,15,12,881,Texas,29.07935931334425,104.3891483340124
15577,3191,15,12,881,Texas,35.57641808041008,96.42702979674374
15578,3191,15,12,881,Texas,33.7608571355176,99.87181588539062
15579,3191,15,12,881,Texas,31.998059957789714,106.63226521315539
15580,3191,15,12,881,Texas,26.87735956019252,96.13044151371554
15581,3191,15,12,881,Texas,28.182717863994675,93.93114882493298
15582,3191,15,12,881,Texas,33.70959619504766,100.64309250481561
15583,3191,15,12,881,Texas,35.32346190048911,100.5091955981874
15584,3191,15,12,881,Texas,33.03039321387204,100.54864703447313
15585,3191,15,12,881,Texas,27.884107909802218,100.565989102953
15586,3191,15,12,881,Texas,36.11478574867121,105.78315623521797
15587,3191,15,12,881,Texas,27.93643130938754,98.22999270942337
15588,3191,15,12,881,Texas,35.886315842903265,97.778799398287
15589,3191,15,12,881,Texas,31.313936938797998,93.93910258579096
15590,3191,15,12,881,Texas,34.10522921780746,99.0031881928442
15591,3191,15,12,881,Texas,28.068951418757166,97.39571910478699
15592,3191,15,12,881,Texas,30.21143753715851,104.76393878407677
15593,2901,15,12,881,Texas,27.97320069095649,97.57925419170809
15594,2901,15,12,881,Texas,33.61478371193832,96.22932122883962
15595,2901,15,12,881,Texas,29.38664351240407,100.50127698014427
15596,2901,15,12,881,Texas,33.97864562942867,104.0632625724322
15597,2901,15,12,881,Texas,30.44371532526576,106.24121824232962
15598,2901,15,12,881,Texas,35.37559570716908,100.05769541374393
15599,2901,15,12,881,Texas,29.005186223080834,101.14684532902245
15600,2901,15,12,881,Texas,29.83512656763752,100.37444708499544
15601,2901,15,12,881,Texas,31.35737238791608,104.71025927779961
15602,2901,15,12,881,Texas,30.722531696987375,103.12660931878662
15603,2901,15,12,881,Texas,26.95643129180286,98.46445675295124
15604,2901,15,12,881,Texas,29.137632727909192,94.89036015561074
15605,2901,15,12,881,Texas,28.65648718369026,104.3808471845864
15606,2901,15,12,881,Texas,27.421269531940236,100.28007436922584
15607,2901,15,12,881,Texas,28.842302767298573,104.33052076629107
15608,2901,15,12,881,Texas,27.08111156810399,96.6123780702434
15609,2901,15,12,881,Texas,30.66028587579513,103.15068846968994
15610,2901,15,12,881,Texas,30.89658542989389,101.5942985022641
15611,2901,15,12,881,Texas,31.764150235504978,104.10437505897046
15612,2901,15,12,881,Texas,34.67291078177463,102.02498433309208
15613,2901,15,12,881,Texas,34.98611691096008,106.20896428802614
15614,2901,15,12,881,Texas,26.868426081183145,96.71754866575174
15615,2901,15,12,881,Texas,29.83108358238591,96.09608703970416
15616,2901,15,12,881,Texas,29.186966875489354,105.372919341991
15617,2901,15,12,881,Texas,27.857031946358788,101.06463123259273
15618,2901,15,12,881,Texas,35.58282245559951,98.51547511597423
15619,2901,15,12,881,Texas,29.12834753905603,95.60732777850069
15620,2901,15,12,881,Texas,28.18621703230296,102.45353309500854
15621,2901,15,12,881,Texas,33.59216836072319,100.4709376483065
15622,2901,15,12,881,Texas,30.838465413272615,95.35891383374796
15623,2901,15,12,881,Texas,32.229637108859365,101.98855985008966
15624,2901,15,12,881,Texas,30.728165039286377,99.083804271932
15625,2901,15,12,881,Texas,31.336610453248085,104.50101164294946
15626,2901,15,12,881,Texas,33.20118438721203,102.91910424617869
15627,2901,15,12,881,Texas,30.21967876261142,100.84061250194053
15628,2901,15,12,881,Texas,34.927749358952966,102.88895375096902
15629,2901,15,12,881,Texas,34.80288275181333,96.74277365004804
15630,2901,15,12,881,Texas,32.38151465015563,98.17888661552422
15631,2901,15,12,881,Texas,29.76981424136151,94.9425298481182
15632,2901,15,12,881,Texas,33.42954114462438,106.46332130206598
15633,2901,15,12,881,Texas,35.035253643925884,96.76806988192331
15634,2901,15,12,881,Texas,35.484278224978866,101.40799074493523
15635,2901,15,12,881,Texas,30.987878104427168,103.13575889836454
15636,2901,15,12,881,Texas,35.186839118820636,103.43680828163258
15637,2901,15,12,878,Texas,31.0984105335426,100.26424480581626
15638,2901,15,12,875,Texas,30.866220057233996,101.79603399323506
15639,2901,15,12,873,Texas,29.19349098154212,99.44525937501841
15640,2901,15,12,872,Texas,31.334473080343987,99.52960705892822
15641,2901,15,12,867,Texas,27.412183367883678,97.64748712540282
15642,2901,15,12,864,Texas,35.94174135158095,98.32357956317477
15643,2901,15,12,862,Texas,33.73560581237043,94.4832230726322
15644,2901,15,12,861,Texas,34.73121619105023,97.86141053723495
15645,2901,15,12,858,Texas,26.932737941065675,97.83783577916068
15646,2901,15,12,858,Texas,26.45180593512463,96.41202914665138
15647,2901,15,12,855,Texas,30.29189351801884,98.72414955431739
15648,2901,15,12,853,Texas,29.580814043155176,103.92236719328207
15649,2611,15,12,853,Texas,29.252889090325638,97.1825630048087
15650,2611,15,12,853,Texas,26.83176901823013,100.82473190088247
15651,2611,15,12,853,Texas,31.673835552175866,100.12793519038878
15652,2611,15,12,852,Texas,27.921984168599607,101.22817284017106
15653,2611,15,12,850,Texas,27.66270171181413,100.10009900730898
15654,2611,15,12,847,Texas,31.88758631610864,104.44367830464174
15655,2611,15,12,846,Texas,26.073555954733568,93.75756079781215
15656,2611,15,12,844,Texas,31.528414518457915,100.10309212236132
15657,2611,15,12,844,Texas,26.995001263070243,100.38248061247461
15658,2611,15,12,844,Texas,31.497912724463344,94.08499920448556
15659,2611,15,12,842,Texas,33.87836615542406,99.11721923432438
15660,2611,15,12,841,Texas,33.49823217891672,95.8476140986813
15661,2611,15,12,839,Texas,26.36377180673207,98.26885382336451
15662,2611,15,12,839,Texas,27.475254235978664,104.11489837104276
15663,2611,15,12,836,Texas,28.920849073731425,97.37320507816642
15664,2611,15,12,833,Texas,26.3982871850693,99.29592817781942
15665,2611,15,12,833,Texas,35.914933367789686,106.55310185946081
15666,2611,15,12,833,Texas,28.242213310403752,104.46022406916073
15667,2611,15,12,832,Texas,32.32416406564044,98.79139766235798
15668,2611,15,12,827,Texas,28.399731250789873,97.70922647075727
15669,2611,15,12,827,Texas,33.640870157638346,105.69445542305702
15670,2611,15,12,827,Texas,33.3241624065051,106.4876547187163
15671,2611,15,12,825,Texas,30.057913446339953,97.50959266286765
15672,2611,15,12,822,Texas,34.98774411019973,103.761704857606
15673,2611,15,12,822,Texas,34.48590668007752,105.53960016735498
15674,2611,15,12,822,Texas,34.27869020210749,102.0276108553193
15675,2611,15,12,822,Texas,26.17995542070632,100.19528108853655
15676,2611,15,12,822,Texas,33.40761977302202,97.96443086220344
